pl_name,hostname,disposition,disp_refname,discoverymethod,disc_facility,soltype,pl_refname,st_refname,sy_refname,rastr,decstr,rowupdate,pl_pubdate,releasedate,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,flux__sum_values,flux__median,flux__mean,flux__length,flux__standard_deviation,flux__variance,flux__root_mean_square,flux__maximum,flux__absolute_maximum,flux__minimum
EPIC 201257461.01,EPIC 201257461,FALSE POSITIVE,Montet et al. 2015,Transit,K2,Published Candidate,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m38.67s,-03d05m41.67s,2015-12-05,2016-01,2015-12-05,1,1.0,0.0,2015.0,0.0,50.285869,0.00041,-0.00041,0.0,3.47,0.24523316,-0.27,0.0,0.30957266,0.02187824,-0.02408783,0.0,0.0,4859.0,114.835,-111.925,0.0,0.74,0.052,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,178.1611264,-3.0949095,829.248,29.0795,-29.0795,11.668,0.033,-0.033,9.368,0.023,-0.023,11.5044,0.000606,-0.000606,3540.9763262787465,0.9999894124066556,0.999993314396709,3541.0,0.0002931520592821,8.59381298613434e-08,0.9999933573660602,1.001409747694665,1.001409747694665,0.9985688643490438
EPIC 201258341.01,EPIC 201258341,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m45.74s,-03d04m58.15s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,10.50439,0.00059,-0.00061,0.0,1.75,0.15,-0.43,0.0,0.156,0.013,-0.038,0.0,0.0,5298.0,114.835,-111.925,0.0,0.878,0.018,-0.02,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,178.6905819,-3.0828192,84.947,0.3721,-0.369,9.996,0.005,-0.005,8.166,0.023,-0.023,9.78271,0.000859,-0.000859,3554.052522443409,1.0003880148904716,1.0000147784027602,3554.0,0.0026419587986361,6.979946293691186e-06,1.000018268318242,1.0044882422436792,1.0044882422436792,0.992849363121335
EPIC 201259803.01,EPIC 201259803,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m31.74s,-03d03m39.72s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,1.684208,2.4e-05,-2.4e-05,0.0,5.51,0.67,-0.9,0.0,0.492,0.06,-0.08,0.0,0.0,5298.0,114.835,-111.925,0.0,0.431,0.051,-0.069,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,170.382257,-3.0610326,325.636,9.1805,-9.1805,16.809,0.423,-0.423,12.941,0.03,-0.03,16.2552,0.001704,-0.001704,3548.73328555267,1.0018796695688963,0.9999248480001888,3549.0,0.0085699406391451,7.344388255847167e-05,0.9999615720270252,1.0398217792825457,1.0398217792825457,0.9691547564771488
EPIC 201264302.01,EPIC 201264302,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,-02d59m29.03s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,0.2122013,2.3e-06,-1.8e-06,0.0,0.519,0.046,-0.123,0.0,0.0463,0.0041,-0.011,0.0,0.0,5298.0,114.835,-111.925,0.0,0.188,0.01,-0.004,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,169.5971097,-2.9913978,71.8937,0.2492,-0.2475,14.898,0.025,-0.025,10.357,0.021,-0.021,13.8198,0.000557,-0.000557,3538.023949536197,1.0000037075791093,1.000006769230129,3538.0,0.0005554307618572,3.085033312173489e-07,1.0000069234807387,1.0026081728229208,1.0026081728229208,0.9974652218425676
EPIC 201270176.01,EPIC 201270176,CANDIDATE,Barros et al. 2016,Transit,K2,Published Candidate,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m31.81s,-02d54m09.48s,2016-12-21,2016-10,2016-12-21,1,1.0,0.0,2016.0,0.0,1.57771549,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,5163.0,166.99,-108.12,0.0,1.15585,0.065907,-0.089747,0.0,0.87,0.0,4.25178,0.075081,-0.108147,0.0,170.1325248,-2.9026339,290.883,4.203,-4.086,12.605,0.126,-0.126,10.401,0.023,-0.023,12.2983,0.003337,-0.003337,3547.6812284195694,1.0000050696059106,0.9999101545714684,3548.0,0.0013393496642296,1.793857523072022e-06,0.9999110515804196,1.0040363052488028,1.0040363052488028,0.9934060535338066
EPIC 201270464.01,HIP 55390,CANDIDATE,Barros et al. 2016,Transit,K2,Published Candidate,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m32.02s,-02d53m53.57s,2016-12-21,2016-10,2016-12-21,1,1.0,0.0,2016.0,0.0,1.57771549,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,7333.0,97.84,-154.55,0.0,2.56752,0.111879,-0.093196,0.0,1.66,0.0,3.83915,0.105775,-0.058461,0.0,170.133417,-2.8982132,307.784,6.025,-5.801,9.12,0.03,-0.03,8.438,0.023,-0.023,9.0828,0.000267,-0.000267,3550.6154242946195,0.9999886402208672,0.9998916993226188,3551.0,0.0011706187307962,1.3703482128911267e-06,0.9998923845707034,1.003903561555515,1.003903561555515,0.9944318465513594
EPIC 201274010.01,EPIC 201274010,CANDIDATE,Livingston et al. 2018,Transit,K2,Published Candidate,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m14.23s,-02d50m39.07s,2018-08-02,2018-08,2018-08-02,1,1.0,0.0,2018.0,0.0,13.0113,0.0052,-0.00422,0.0,2.43,0.25,-0.24,0.0,0.217,0.022,-0.021,0.0,0.0,5347.0,122.0,-122.0,0.0,0.880221,0.052,-0.045,0.0,0.92,0.0,4.51267,0.0748335,-0.0753969999999999,0.0,183.3092954,-2.844186,501.257,8.49,-8.216,14.003,0.149,-0.149,12.194,0.027,-0.027,13.8764,0.000192,-0.000192,301.93207699966274,0.9999575203294272,0.9997750894028568,302.0,0.0014120171814884,1.9937925208186847e-06,0.9997760865228827,1.0025219715141134,1.0025219715141134,0.995136498846811
EPIC 201291843.01,EPIC 201291843,CANDIDATE,Barros et al. 2016,Transit,K2,Published Candidate,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h53m40.88s,-02d34m18.39s,2016-12-21,2016-10,2016-12-21,1,1.0,0.0,2016.0,0.0,40.70206194,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,3759.0,157.0,-157.0,0.0,0.572892,0.017217,-0.017217,0.0,0.565387,0.0,4.67427,0.010428,-0.010428,0.0,178.420349,-2.5717754,118.959,0.517,-0.512,14.418,0.05,-0.05,10.591,0.025,-0.025,13.6506,0.000321,-0.000321,3537.0423908725297,1.0000047611980092,1.0000119849795108,3537.0,0.0004246534538567,1.803305558724661e-07,1.0000120751437045,1.002046279382539,1.002046279382539,0.9986230915699724
EPIC 201299088.01,EPIC 201299088,CANDIDATE,Mayo et al. 2018,Transit,K2,Published Candidate,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h08m49.11s,-02d27m52.61s,2018-02-15,2018-03,2018-02-15,1,1.0,0.0,2018.0,0.0,21.204739,0.005348,-0.005523,0.0,9.11013939,1.16378405,-0.95135653,0.0,0.81,0.1,-0.08,0.0,0.0,5154.0,50.0,-50.0,0.0,1.761722,0.212777,-0.1708,0.0,0.88,0.0,3.91,0.1,-0.1,0.0,182.2046312,-2.4646145,573.991,20.314,-20.314,11.965,0.103,-0.103,9.8,0.021,-0.021,11.7673,0.000431,-0.000431,302.0637197243125,1.000026124310808,1.0002109924646108,302.0,0.0007749442343997,6.005385664294463e-07,1.0002112926705078,1.002747189412749,1.002747189412749,0.9989526377542758
EPIC 201324549.01,EPIC 201324549,FALSE POSITIVE,Crossfield et al. 2016,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,-02d05m06.57s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,2.519386,1.4e-05,-1.4e-05,0.0,19.6,5.1,-8.7,0.0,1.75,0.45,-0.78,0.0,0.0,5298.0,114.835,-111.925,0.0,2.03,0.178,-0.068,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,171.2359519,-2.0851597,476.884,4.6875,-4.574,12.293,0.08,-0.08,10.89,0.026,-0.026,12.1049,0.000424,-0.000424,3553.969738352661,0.9999111241031576,0.999991485186455,3554.0,0.0008058546337913,6.494016908030106e-07,0.9999918098900124,1.0021619596432625,1.0021619596432625,0.9966826601842514
EPIC 201352100.01,EPIC 201352100,CANDIDATE,Livingston et al. 2018,Transit,K2,Published Candidate,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m08.43s,-01d40m25.54s,2018-08-02,2018-08,2018-08-02,1,1.0,0.0,2018.0,0.0,13.38382,0.00116,-0.00114,0.0,2.7,0.17,-0.1,0.0,0.24,0.015,-0.009,0.0,0.0,5113.71,102.61,-100.12,0.0,0.65973,0.034864,-0.034925,0.0,0.86,0.0,4.73383,0.070764,-0.081435,0.0,184.0351247,-1.6737612,194.195,3.666,-3.535,13.002,0.08,-0.08,10.708,0.021,-0.021,12.6813,0.000146,-0.000146,303.74798642509586,1.0007829863717477,1.005788034520185,302.0,0.0150687668411452,0.0002270677341127,1.0059009086973176,1.0719362258540572,1.0719362258540572,0.97365512975409
EPIC 201357835.01,EPIC 201357835,CANDIDATE,Zink et al. 2019,Transit,K2,Published Candidate,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m43.49s,-01d35m18.00s,2019-09-19,2019-02,2019-09-19,1,1.0,0.0,2019.0,0.0,11.8951,0.0014,-0.0017,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,5040.0,114.835,-111.925,0.0,0.68,0.07,-0.06,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,185.1812113,-1.5883337,449.79,8.343,-8.05,12.788,0.057,-0.057,11.271,0.03,-0.03,12.627,0.000203,-0.000203,306.9128565161967,1.0008952223964995,1.0162677368085984,302.0,0.0304349843165167,0.0009262882703466,1.0167233651040075,1.1240318900571789,1.1240318900571789,0.9812257084967329
EPIC 201359834.01,EPIC 201359834,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m42.02s,-01d33m31.62s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,40.1401,0.0012,-0.0012,0.0,20.8,7.4,-10.0,0.0,1.86,0.66,-0.9,0.0,0.0,5298.0,114.835,-111.925,0.0,0.716,0.131,-0.025,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,173.1750869,-1.5587834,342.596,5.901,-5.901,16.153,0.297,-0.297,12.567,0.03,-0.03,15.5853,0.000949,-0.000949,3537.012312542264,0.999982631836894,1.0000034810693423,3537.0,0.0011633588669928,1.3534038534109757e-06,1.000004157768685,1.0056965113227316,1.0056965113227316,0.9941769070076244
EPIC 201366540.01,EPIC 201366540,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m56.82s,-01d27m43.99s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,7.4433,0.0011,-0.0012,0.0,2.73,0.47,-2.33,0.0,0.244,0.042,-0.208,0.0,0.0,5298.0,114.835,-111.925,0.0,0.724,0.053,-0.041,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,168.7367646,-1.4622181,328.871,4.635,-4.511,15.374,0.229,-0.229,12.165,0.024,-0.024,14.943,0.000548,-0.000548,3541.0404937594544,0.9999968788780372,1.0000114356846808,3541.0,0.0007744995098178,5.998494907080157e-07,1.0000117356059512,1.003655063175532,1.003655063175532,0.9966687709291044
EPIC 201390927.01,EPIC 201390927,CANDIDATE,Livingston et al. 2018,Transit,K2,Published Candidate,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h18m20.48s,-01d05m56.20s,2018-08-02,2018-08,2018-08-02,1,1.0,0.0,2018.0,0.0,2.638,0.0003,-0.00029,0.0,2.91,0.4,-0.33,0.0,0.26,0.04,-0.029,0.0,0.0,4264.47,90.05,-90.05,0.0,0.9,0.052,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,184.5853275,-1.0989451,319.814,4.6875,-4.574,14.872,0.195,-0.195,11.39,0.029,-0.029,14.4164,0.005014,-0.005014,301.98458268014446,0.999794477070794,0.9999489492720016,302.0,0.0077002831120065,5.9294360005054025e-05,0.9999785975260596,1.0158759396789725,1.0158759396789725,0.973433887864586
EPIC 201392505.01,EPIC 201392505,CANDIDATE,Livingston et al. 2018,Transit,K2,Published Candidate,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h12m45.23s,-01d04m29.39s,2018-08-02,2018-08,2018-08-02,1,1.0,0.0,2018.0,0.0,27.47083,0.01089,-0.01286,0.0,3.36,0.26,-0.18,0.0,0.3,0.023,-0.016,0.0,0.0,4947.03,127.92,-127.97,0.0,0.749863,0.038988,-0.0685,0.0,0.81,0.0,4.59659,0.090565,-0.096421,0.0,183.188479,-1.0748315,273.773,6.33,-6.056,13.687,0.103,-0.103,11.282,0.026,-0.026,13.3313,0.00051,-0.00051,302.17148109137713,1.0001117786417943,1.000567818183368,302.0,0.0013535997602896,1.8322323110560808e-06,1.0005687337792124,1.005513084712895,1.005513084712895,0.999392985009122
EPIC 201407812.01,EPIC 201407812,CANDIDATE,Vanderburg et al. 2016,Transit,K2,Published Candidate,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m10.58s,-00d50m26.55s,2015-12-05,2016-01,2015-12-05,1,1.0,0.0,2016.0,0.0,2.8268121,0.00041,-0.00041,0.0,40.1,0.24523316,-0.27,0.0,3.57748238,0.02187824,-0.02408783,0.0,0.0,5736.0,114.835,-111.925,0.0,0.98,0.052,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,174.0440867,-0.8407078,649.666,21.421,-20.119,12.137,0.057,-0.057,10.399,0.024,-0.024,11.8038,0.000992,-0.000992,3496.4412967241587,0.9994565100267006,0.9972736157228064,3506.0,0.0214182482147584,0.000458741356589,0.9975035869476502,1.0846758090993505,1.0846758090993505,0.8942757257892676
EPIC 201427007 b,EPIC 201427007,CONFIRMED,Adams et al. 2021,Transit,K2,Published Confirmed,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h18m24.51s,-00d33m04.64s,2021-10-25,2021-08,2021-10-25,1,1.0,1.0,2021.0,0.0,0.72091,0.00014,-0.00014,0.0,1.5,0.2,-0.2,0.0,0.13382127,0.01784284,-0.01784284,0.0,0.0,5633.0,111.0,-111.0,0.0,0.94,0.09,-0.09,0.0,0.88,0.0,4.4,0.07,-0.07,0.0,184.6021322,-0.5512886,706.391,16.79,-16.79,14.321,0.172,-0.172,12.581,0.029,-0.029,14.147,0.000208,-0.000208,301.23563344708407,0.999340762644354,0.9974689849241194,302.0,0.0062162978919617,3.864235948160764e-05,0.9974883549420688,1.0046742605488943,1.0046742605488943,0.9763775080183392
EPIC 201441872.01,EPIC 201441872,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h34m24.06s,-00d20m04.45s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,4.44044,0.00037,-0.00038,0.0,1.32,0.15,-0.33,0.0,0.118,0.013,-0.029,0.0,0.0,5298.0,114.835,-111.925,0.0,1.053,0.081,-0.088,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,173.6002346,-0.3345702,243.084,3.037,-2.965,11.838,0.103,-0.103,10.484,0.053,-0.053,11.9904,0.000864,-0.000864,3553.8885838837423,0.9999636726143242,0.9999686505018972,3554.0,0.0009268103194275,8.589773681974673e-07,0.9999690800039536,1.002646953664933,1.002646953664933,0.9980063990744727
EPIC 201445732.01,EPIC 201445732,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h22m36.30s,-00d16m47.47s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,11.20381,0.00055,-0.00055,0.0,2.18,0.33,-0.6,0.0,0.194,0.029,-0.05,0.0,0.0,5298.0,114.835,-111.925,0.0,1.1,0.14,-0.25,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,170.6512345,-0.2798534,325.849,5.542,-5.362,12.238,0.046,-0.046,10.496,0.023,-0.023,11.8803,0.000404,-0.000404,3545.0010640006903,0.9999984065904984,1.0000003001412383,3545.0,0.0001273469747857,1.62172519870836e-08,1.000000308249862,1.0005810794794705,1.0005810794794705,0.9995556977921092
EPIC 201456770.01,EPIC 201456770,CANDIDATE,Zink et al. 2021,Transit,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h22m47.38s,-00d07m18.78s,2021-11-19,2021-12,2021-11-19,1,1.0,0.0,2021.0,0.0,8.006875,0.001371,-0.001314,0.0,2.384,0.21,-0.189,0.0,0.2126866,0.01873498,-0.01686148,0.0,0.0,5403.0,138.0,-138.0,0.0,0.846,0.056,-0.051,0.0,0.904,0.0,4.538,0.15,-0.15,0.0,185.6973984,-0.1218824,511.581,7.718,-7.718,14.285,0.172,-0.172,12.283,0.023,-0.023,13.9771,0.000269,-0.000269,302.1147658889889,1.0001344771260094,1.0003800194999632,302.0,0.0010109913501446,1.0221035100673596e-06,1.000380530357452,1.0041716490448602,1.0041716490448602,0.9990426611398954
